cui,entrega,item,n,texto
0200186,2021,mesa 6 alumnos,12,mesa 6 alumnos 12
0200186,2021,pizarrón,2,pizarrón 2
0200186,2021,silla escolar,28,silla escolar 28
0200188,2021,escritorio,4,escritorio 4
0200188,2021,juego de patio,1,juego de patio 1
0200188,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200188,2021,silla escolar,124,silla escolar 124
0200189,2021,banco largo comedor,12,banco largo comedor 12
0200189,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200190,2021,armario,35,armario 35
0200190,2021,banco largo comedor,16,banco largo comedor 16
0200190,2021,mesa 6 alumnos,8,mesa 6 alumnos 8
0200190,2021,mesa pupitre doble,20,mesa pupitre doble 20
0200190,2021,silla escolar,40,silla escolar 40
0200193,2022,escritorio,9,escritorio 9
0200193,2022,mesa pupitre doble,135,mesa pupitre doble 135
0200193,2022,pizarrón,9,pizarrón 9
0200193,2022,silla escolar,279,silla escolar 279
0200193,2023,escritorio,7,escritorio 7
0200193,2023,mesa pupitre doble,105,mesa pupitre doble 105
0200193,2023,pizarrón,7,pizarrón 7
0200193,2023,silla escolar,217,silla escolar 217
0200194,2021,escritorio,1,escritorio 1
0200194,2021,mesa pupitre doble,15,mesa pupitre doble 15
0200194,2021,pizarrón,1,pizarrón 1
0200194,2021,silla escolar,31,silla escolar 31
0200195,2022,escritorio,9,escritorio 9
0200195,2022,mesa pupitre doble,120,mesa pupitre doble 120
0200195,2022,pizarrón,8,pizarrón 8
0200195,2022,silla escolar,278,silla escolar 278
0200195,2023,escritorio,6,escritorio 6
0200195,2023,mesa pupitre doble,90,mesa pupitre doble 90
0200195,2023,pizarrón,6,pizarrón 6
0200195,2023,silla escolar,186,silla escolar 186
0200196,2021,escritorio,2,escritorio 2
0200196,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200196,2021,pizarrón,2,pizarrón 2
0200196,2021,silla escolar,62,silla escolar 62
0200196,2022,escritorio,1,escritorio 1
0200196,2022,mesa pupitre doble,23,mesa pupitre doble 23
0200196,2022,pizarrón,1,pizarrón 1
0200196,2022,silla escolar,46,silla escolar 46
0200196,2023,escritorio,1,escritorio 1
0200196,2023,mesa pupitre doble,15,mesa pupitre doble 15
0200196,2023,pizarrón,1,pizarrón 1
0200196,2023,silla escolar,31,silla escolar 31
0200197,2021,armario,7,armario 7
0200197,2021,escritorio,3,escritorio 3
0200197,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200197,2021,pizarrón,3,pizarrón 3
0200197,2021,silla escolar,93,silla escolar 93
0200197,2022,armario,12,armario 12
0200197,2022,escritorio,3,escritorio 3
0200197,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200197,2022,pizarrón,3,pizarrón 3
0200197,2022,silla escolar,93,silla escolar 93
0200197,2023,escritorio,3,escritorio 3
0200197,2023,locker,100,locker 100
0200197,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200197,2023,pizarrón,3,pizarrón 3
0200197,2023,silla escolar,93,silla escolar 93
0200198,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200198,2021,mesa trabajo estante,48,mesa trabajo estante 48
0200198,2021,silla escolar,60,silla escolar 60
0200198,2021,varios,88,varios 88
0200199,2021,escritorio,8,escritorio 8
0200199,2021,mesa pupitre doble,120,mesa pupitre doble 120
0200199,2021,pizarrón,6,pizarrón 6
0200199,2021,silla escolar,124,silla escolar 124
0200199,2022,escritorio,4,escritorio 4
0200199,2022,mesa pupitre doble,67,mesa pupitre doble 67
0200199,2022,piso antigolpe para juegos,100,piso antigolpe para juegos 100
0200199,2022,pizarrón,4,pizarrón 4
0200199,2022,silla escolar,8,silla escolar 8
0200199,2023,armario,4,armario 4
0200199,2023,escritorio,10,escritorio 10
0200199,2023,mesa pupitre doble,70,mesa pupitre doble 70
0200199,2023,pizarrón,16,pizarrón 16
0200199,2023,silla escolar,170,silla escolar 170
0200202,2021,armario,11,armario 11
0200202,2021,biblioteca,2,biblioteca 2
0200202,2021,escritorio,1,escritorio 1
0200202,2021,mesa pupitre doble,18,mesa pupitre doble 18
0200202,2021,pizarrón,6,pizarrón 6
0200202,2021,silla escolar,37,silla escolar 37
0200224,2021,escritorio,2,escritorio 2
0200224,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200224,2021,silla escolar,62,silla escolar 62
0200224,2023,armario,4,armario 4
0200224,2023,escritorio,4,escritorio 4
0200224,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200224,2023,silla escolar,60,silla escolar 60
0200225,2022,escritorio,3,escritorio 3
0200226,2021,armario,8,armario 8
0200226,2021,escritorio,4,escritorio 4
0200226,2021,mesa integradora con escotadura,2,mesa integradora con escotadura 2
0200226,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200226,2021,pizarrón,4,pizarrón 4
0200226,2021,silla escolar,125,silla escolar 125
0200226,2022,escritorio,1,escritorio 1
0200227,2022,escritorio,1,escritorio 1
0200227,2022,mesa inicial,9,mesa inicial 9
0200227,2022,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200227,2022,mesa pupitre doble,11,mesa pupitre doble 11
0200227,2022,pizarrón,6,pizarrón 6
0200227,2022,silla escolar,98,silla escolar 98
0200228,2021,escritorio,3,escritorio 3
0200228,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200228,2021,pizarrón,18,pizarrón 18
0200228,2021,silla escolar,93,silla escolar 93
0200228,2022,armario,2,armario 2
0200228,2022,escritorio,3,escritorio 3
0200228,2022,pizarrón,2,pizarrón 2
0200229,2021,escritorio,4,escritorio 4
0200229,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200229,2021,pizarrón,10,pizarrón 10
0200229,2021,silla escolar,124,silla escolar 124
0200230,2022,escritorio,5,escritorio 5
0200230,2022,mesa pupitre doble,105,mesa pupitre doble 105
0200230,2022,pizarrón,25,pizarrón 25
0200230,2022,silla escolar,263,silla escolar 263
0200231,2021,escritorio,2,escritorio 2
0200231,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200231,2021,pizarrón,7,pizarrón 7
0200231,2021,silla escolar,92,silla escolar 92
0200231,2022,silla escolar,37,silla escolar 37
0200232,2021,banco largo comedor,8,banco largo comedor 8
0200232,2021,mesa 6 alumnos,4,mesa 6 alumnos 4
0200232,2022,escritorio,2,escritorio 2
0200232,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200232,2022,silla escolar,62,silla escolar 62
0200233,2021,pizarrón,15,pizarrón 15
0200233,2022,escritorio,4,escritorio 4
0200233,2022,mesa pupitre doble,75,mesa pupitre doble 75
0200233,2022,pizarrón,1,pizarrón 1
0200233,2022,silla escolar,154,silla escolar 154
0200235,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200235,2021,pizarrón,7,pizarrón 7
0200235,2021,silla escolar,30,silla escolar 30
0200236,2021,armario,28,armario 28
0200236,2021,mesa pupitre doble,90,mesa pupitre doble 90
0200236,2021,silla escolar,180,silla escolar 180
0200236,2022,mesa inicial,10,mesa inicial 10
0200236,2022,pizarrón,4,pizarrón 4
0200236,2022,silla escolar,60,silla escolar 60
0200236,2023,armario,2,armario 2
0200236,2023,silla escolar,60,silla escolar 60
0200237,2022,escritorio,5,escritorio 5
0200237,2022,mesa pupitre doble,48,mesa pupitre doble 48
0200237,2022,silla escolar,48,silla escolar 48
0200237,2023,pizarrón,6,pizarrón 6
0200238,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200238,2022,silla escolar,90,silla escolar 90
0200239,2022,escritorio,2,escritorio 2
0200239,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200239,2022,pizarrón,9,pizarrón 9
0200239,2022,silla escolar,62,silla escolar 62
0200240,2022,mesa inicial,5,mesa inicial 5
0200240,2022,silla escolar,30,silla escolar 30
0200241,2022,armario,5,armario 5
0200241,2022,escritorio,4,escritorio 4
0200241,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200241,2022,pizarrón,2,pizarrón 2
0200241,2022,silla escolar,50,silla escolar 50
0200242,2022,armario,1,armario 1
0200242,2022,banco largo comedor,4,banco largo comedor 4
0200242,2022,biblioteca,6,biblioteca 6
0200242,2022,escritorio,3,escritorio 3
0200242,2022,mesa 6 alumnos,7,mesa 6 alumnos 7
0200242,2022,pizarrón,20,pizarrón 20
0200242,2022,silla escolar,33,silla escolar 33
0200243,2021,escritorio,7,escritorio 7
0200243,2021,mesa pupitre doble,107,mesa pupitre doble 107
0200243,2021,pizarrón,21,pizarrón 21
0200243,2021,silla escolar,149,silla escolar 149
0200243,2022,armario,4,armario 4
0200243,2022,banco largo comedor,32,banco largo comedor 32
0200243,2022,mesa 6 alumnos,16,mesa 6 alumnos 16
0200243,2022,pizarrón,3,pizarrón 3
0200244,2021,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200244,2022,armario,4,armario 4
0200244,2022,escritorio,3,escritorio 3
0200244,2022,mesa pupitre doble,39,mesa pupitre doble 39
0200244,2022,pizarrón,7,pizarrón 7
0200244,2022,silla escolar,88,silla escolar 88
0200245,2021,pizarrón,2,pizarrón 2
0200245,2023,pizarrón,15,pizarrón 15
0200246,2022,armario,6,armario 6
0200246,2022,banco largo comedor,14,banco largo comedor 14
0200246,2022,escritorio,3,escritorio 3
0200246,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200246,2022,pizarrón,6,pizarrón 6
0200246,2022,silla escolar,45,silla escolar 45
0200246,2023,banco largo comedor,6,banco largo comedor 6
0200247,2021,escritorio,4,escritorio 4
0200247,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200247,2021,pizarrón,9,pizarrón 9
0200247,2021,silla escolar,124,silla escolar 124
0200248,2021,mesa inicial,44,mesa inicial 44
0200248,2021,silla escolar,264,silla escolar 264
0200250,2021,armario,8,armario 8
0200251,2022,mesa inicial,15,mesa inicial 15
0200251,2022,silla escolar,89,silla escolar 89
0200252,2021,mesa inicial,24,mesa inicial 24
0200252,2021,silla escolar,144,silla escolar 144
0200253,2021,banco largo comedor,50,banco largo comedor 50
0200253,2021,mesa 6 alumnos,25,mesa 6 alumnos 25
0200253,2022,escritorio,3,escritorio 3
0200253,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200253,2022,pizarrón,3,pizarrón 3
0200253,2022,silla escolar,98,silla escolar 98
0200253,2023,escritorio,2,escritorio 2
0200253,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200253,2023,pizarrón,2,pizarrón 2
0200253,2023,silla escolar,62,silla escolar 62
0200254,2021,escritorio,4,escritorio 4
0200254,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200254,2021,pizarrón,4,pizarrón 4
0200254,2021,silla escolar,124,silla escolar 124
0200254,2022,escritorio,3,escritorio 3
0200254,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200254,2022,pizarrón,3,pizarrón 3
0200254,2022,silla escolar,93,silla escolar 93
0200254,2023,escritorio,2,escritorio 2
0200254,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200254,2023,pizarrón,2,pizarrón 2
0200254,2023,silla escolar,62,silla escolar 62
0200255,2021,armario,14,armario 14
0200255,2021,mesa inicial,1,mesa inicial 1
0200255,2021,mesa pupitre doble,3,mesa pupitre doble 3
0200255,2021,pizarrón,8,pizarrón 8
0200255,2021,silla escolar,13,silla escolar 13
0200255,2023,mesa inicial,3,mesa inicial 3
0200255,2023,silla escolar,18,silla escolar 18
0200256,2021,escritorio,2,escritorio 2
0200256,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200256,2021,pizarrón,2,pizarrón 2
0200256,2021,silla escolar,62,silla escolar 62
0200256,2022,banco largo comedor,30,banco largo comedor 30
0200256,2022,escritorio,2,escritorio 2
0200256,2022,mesa 6 alumnos,15,mesa 6 alumnos 15
0200256,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200256,2022,pizarrón,2,pizarrón 2
0200256,2022,silla escolar,62,silla escolar 62
0200256,2023,escritorio,2,escritorio 2
0200256,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200256,2023,pizarrón,2,pizarrón 2
0200256,2023,silla escolar,62,silla escolar 62
0200257,2021,escritorio,4,escritorio 4
0200257,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200257,2021,pizarrón,4,pizarrón 4
0200257,2021,silla escolar,124,silla escolar 124
0200257,2022,armario,2,armario 2
0200257,2022,escritorio,1,escritorio 1
0200257,2022,mesa pupitre doble,40,mesa pupitre doble 40
0200257,2023,escritorio,4,escritorio 4
0200257,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200257,2023,pizarrón,4,pizarrón 4
0200257,2023,silla escolar,124,silla escolar 124
0200258,2021,escritorio,2,escritorio 2
0200258,2021,pizarrón,10,pizarrón 10
0200258,2023,armario,93,armario 93
0200258,2023,banco largo comedor,40,banco largo comedor 40
0200258,2023,biblioteca,8,biblioteca 8
0200258,2023,escritorio,54,escritorio 54
0200258,2023,mesa 6 alumnos,109,mesa 6 alumnos 109
0200258,2023,mesa pupitre doble,384,mesa pupitre doble 384
0200258,2023,pizarrón,52,pizarrón 52
0200258,2023,silla escolar,987,silla escolar 987
0200258,2023,varios,6,varios 6
0200259,2021,escritorio,6,escritorio 6
0200259,2021,mesa pupitre doble,90,mesa pupitre doble 90
0200259,2021,pizarrón,6,pizarrón 6
0200259,2021,silla escolar,186,silla escolar 186
0200259,2022,escritorio,5,escritorio 5
0200259,2022,mesa pupitre doble,75,mesa pupitre doble 75
0200259,2022,pizarrón,5,pizarrón 5
0200259,2022,silla escolar,155,silla escolar 155
0200259,2023,escritorio,5,escritorio 5
0200259,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200259,2023,pizarrón,5,pizarrón 5
0200259,2023,silla escolar,155,silla escolar 155
0200261,2022,armario,6,armario 6
0200261,2022,mesa inicial,10,mesa inicial 10
0200261,2022,silla escolar,60,silla escolar 60
0200262,2021,escritorio,2,escritorio 2
0200262,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200262,2021,mesa trabajo estante,4,mesa trabajo estante 4
0200262,2021,pizarrón,2,pizarrón 2
0200262,2021,silla escolar,62,silla escolar 62
0200262,2021,varios,8,varios 8
0200262,2022,escritorio,2,escritorio 2
0200262,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200262,2022,pizarrón,2,pizarrón 2
0200262,2022,silla escolar,62,silla escolar 62
0200262,2023,escritorio,2,escritorio 2
0200262,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200262,2023,pizarrón,2,pizarrón 2
0200262,2023,silla escolar,62,silla escolar 62
0200266,2021,armario,2,armario 2
0200266,2021,escritorio,2,escritorio 2
0200266,2021,mesa 6 alumnos,2,mesa 6 alumnos 2
0200266,2021,mesa inicial,1,mesa inicial 1
0200266,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200266,2021,silla escolar,68,silla escolar 68
0200266,2021,varios,4,varios 4
0200275,2021,mesa trabajo estante,3,mesa trabajo estante 3
0200275,2021,varios,6,varios 6
0200278,2021,mesa trabajo estante,3,mesa trabajo estante 3
0200278,2021,varios,6,varios 6
0200280,2021,varios,2,varios 2
0200281,2021,escritorio,2,escritorio 2
0200281,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200281,2021,mesa trabajo estante,9,mesa trabajo estante 9
0200281,2021,silla escolar,60,silla escolar 60
0200281,2021,varios,18,varios 18
0200281,2023,escritorio,3,escritorio 3
0200281,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200281,2023,pizarrón,3,pizarrón 3
0200281,2023,silla escolar,93,silla escolar 93
0200290,2021,armario,6,armario 6
0200294,2023,mesa integradora con escotadura,3,mesa integradora con escotadura 3
0200295,2022,silla escolar,12,silla escolar 12
0200298,2021,mesa 6 alumnos,7,mesa 6 alumnos 7
0200298,2022,pizarrón,6,pizarrón 6
0200300,2022,banco largo comedor,10,banco largo comedor 10
0200300,2022,escritorio,5,escritorio 5
0200300,2022,mesa pupitre doble,90,mesa pupitre doble 90
0200300,2022,silla escolar,183,silla escolar 183
0200300,2023,pizarrón,1,pizarrón 1
0200301,2021,armario,14,armario 14
0200301,2021,escritorio,4,escritorio 4
0200301,2021,mesa pupitre doble,26,mesa pupitre doble 26
0200301,2021,pizarrón,7,pizarrón 7
0200301,2021,silla escolar,108,silla escolar 108
0200302,2021,escritorio,2,escritorio 2
0200302,2021,mesa inicial,10,mesa inicial 10
0200302,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200302,2021,silla escolar,122,silla escolar 122
0200303,2021,banco largo comedor,8,banco largo comedor 8
0200303,2021,mesa 6 alumnos,4,mesa 6 alumnos 4
0200303,2022,pizarrón,5,pizarrón 5
0200304,2021,banco largo comedor,16,banco largo comedor 16
0200304,2021,mesa 6 alumnos,8,mesa 6 alumnos 8
0200304,2023,pizarrón,7,pizarrón 7
0200305,2021,escritorio,2,escritorio 2
0200305,2021,mesa integradora con escotadura,2,mesa integradora con escotadura 2
0200305,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200305,2021,silla escolar,62,silla escolar 62
0200305,2022,pizarrón,3,pizarrón 3
0200307,2021,escritorio,2,escritorio 2
0200307,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200307,2021,silla escolar,62,silla escolar 62
0200308,2022,banco largo comedor,12,banco largo comedor 12
0200308,2022,mesa 6 alumnos,6,mesa 6 alumnos 6
0200309,2021,escritorio,2,escritorio 2
0200309,2021,mesa integradora con escotadura,2,mesa integradora con escotadura 2
0200309,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200309,2021,silla escolar,62,silla escolar 62
0200309,2022,banco largo comedor,10,banco largo comedor 10
0200309,2022,escritorio,3,escritorio 3
0200309,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200309,2022,silla escolar,62,silla escolar 62
0200310,2021,banco largo comedor,20,banco largo comedor 20
0200310,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200310,2021,pizarrón,7,pizarrón 7
0200310,2022,armario,10,armario 10
0200311,2021,armario,6,armario 6
0200311,2022,armario,2,armario 2
0200311,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200311,2022,pizarrón,1,pizarrón 1
0200311,2022,silla escolar,120,silla escolar 120
0200312,2021,banco largo comedor,140,banco largo comedor 140
0200312,2021,escritorio,2,escritorio 2
0200312,2021,mesa 6 alumnos,70,mesa 6 alumnos 70
0200312,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200312,2021,pizarrón,5,pizarrón 5
0200312,2021,silla escolar,155,silla escolar 155
0200312,2022,armario,2,armario 2
0200312,2022,mesa inicial,10,mesa inicial 10
0200312,2022,mesa pupitre doble,48,mesa pupitre doble 48
0200312,2022,pizarrón,5,pizarrón 5
0200312,2022,silla escolar,156,silla escolar 156
0200312,2023,juego de patio,1,juego de patio 1
0200312,2023,piso antigolpe para juegos,60,piso antigolpe para juegos 60
0200313,2021,escritorio,2,escritorio 2
0200313,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200313,2021,pizarrón,2,pizarrón 2
0200313,2021,silla escolar,62,silla escolar 62
0200313,2022,escritorio,2,escritorio 2
0200313,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200313,2022,pizarrón,2,pizarrón 2
0200313,2022,silla escolar,62,silla escolar 62
0200316,2022,armario,10,armario 10
0200316,2022,biblioteca,5,biblioteca 5
0200316,2022,mesa inicial,30,mesa inicial 30
0200316,2022,pizarrón,6,pizarrón 6
0200316,2022,silla escolar,180,silla escolar 180
0200317,2021,mesa inicial,5,mesa inicial 5
0200317,2021,silla escolar,20,silla escolar 20
0200317,2022,armario,2,armario 2
0200317,2022,escritorio,1,escritorio 1
0200317,2022,juego de patio,1,juego de patio 1
0200317,2022,mesa inicial,10,mesa inicial 10
0200317,2022,piso antigolpe para juegos,36,piso antigolpe para juegos 36
0200317,2022,pizarrón,2,pizarrón 2
0200317,2022,silla escolar,63,silla escolar 63
0200318,2022,escritorio,4,escritorio 4
0200318,2022,mesa 6 alumnos,65,mesa 6 alumnos 65
0200318,2022,mesa pupitre doble,75,mesa pupitre doble 75
0200318,2022,pizarrón,3,pizarrón 3
0200318,2022,silla escolar,183,silla escolar 183
0200318,2023,armario,5,armario 5
0200318,2023,escritorio,2,escritorio 2
0200318,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200318,2023,pizarrón,17,pizarrón 17
0200318,2023,silla escolar,62,silla escolar 62
0200319,2022,escritorio,6,escritorio 6
0200319,2022,mesa pupitre doble,75,mesa pupitre doble 75
0200319,2022,pizarrón,5,pizarrón 5
0200319,2022,silla escolar,150,silla escolar 150
0200319,2023,escritorio,4,escritorio 4
0200319,2023,mesa pupitre doble,60,mesa pupitre doble 60
0200319,2023,pizarrón,4,pizarrón 4
0200319,2023,silla escolar,124,silla escolar 124
0200320,2021,escritorio,3,escritorio 3
0200320,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200320,2021,pizarrón,3,pizarrón 3
0200320,2021,silla escolar,93,silla escolar 93
0200322,2021,escritorio,3,escritorio 3
0200322,2021,mesa pupitre doble,45,mesa pupitre doble 45
0200322,2021,pizarrón,3,pizarrón 3
0200322,2021,silla escolar,93,silla escolar 93
0200322,2022,escritorio,3,escritorio 3
0200322,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200322,2022,pizarrón,3,pizarrón 3
0200322,2022,silla escolar,93,silla escolar 93
0200322,2023,escritorio,3,escritorio 3
0200322,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200322,2023,pizarrón,3,pizarrón 3
0200322,2023,silla escolar,93,silla escolar 93
0200323,2021,escritorio,4,escritorio 4
0200323,2021,mesa pupitre doble,60,mesa pupitre doble 60
0200323,2021,pizarrón,4,pizarrón 4
0200323,2021,silla escolar,124,silla escolar 124
0200323,2022,escritorio,3,escritorio 3
0200323,2022,mesa pupitre doble,45,mesa pupitre doble 45
0200323,2022,pizarrón,4,pizarrón 4
0200323,2022,silla escolar,93,silla escolar 93
0200323,2023,escritorio,3,escritorio 3
0200323,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200323,2023,pizarrón,6,pizarrón 6
0200323,2023,silla escolar,93,silla escolar 93
0200324,2021,armario,4,armario 4
0200324,2021,escritorio,4,escritorio 4
0200324,2021,mesa pupitre doble,40,mesa pupitre doble 40
0200324,2021,silla escolar,84,silla escolar 84
0200324,2022,armario,4,armario 4
0200324,2022,escritorio,6,escritorio 6
0200324,2022,mesa 6 alumnos,1,mesa 6 alumnos 1
0200324,2023,escritorio,3,escritorio 3
0200324,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200324,2023,pizarrón,3,pizarrón 3
0200324,2023,silla escolar,93,silla escolar 93
0200325,2021,armario,3,armario 3
0200325,2022,escritorio,4,escritorio 4
0200325,2022,mesa pupitre doble,51,mesa pupitre doble 51
0200325,2022,pizarrón,8,pizarrón 8
0200325,2022,silla escolar,123,silla escolar 123
0200325,2023,escritorio,3,escritorio 3
0200325,2023,mesa pupitre doble,45,mesa pupitre doble 45
0200325,2023,pizarrón,3,pizarrón 3
0200325,2023,silla escolar,93,silla escolar 93
0200326,2022,armario,4,armario 4
0200326,2022,escritorio,4,escritorio 4
0200326,2022,mesa inicial,5,mesa inicial 5
0200326,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200326,2022,pizarrón,5,pizarrón 5
0200326,2022,silla escolar,150,silla escolar 150
0200327,2021,armario,4,armario 4
0200327,2021,escritorio,2,escritorio 2
0200327,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200327,2021,pizarrón,4,pizarrón 4
0200327,2021,silla escolar,62,silla escolar 62
0200327,2022,escritorio,4,escritorio 4
0200327,2022,mesa inicial,3,mesa inicial 3
0200327,2022,mesa pupitre doble,64,mesa pupitre doble 64
0200327,2022,pizarrón,3,pizarrón 3
0200327,2022,silla escolar,156,silla escolar 156
0200327,2022,varios,3,varios 3
0200327,2023,escritorio,2,escritorio 2
0200327,2023,mesa pupitre doble,30,mesa pupitre doble 30
0200327,2023,pizarrón,2,pizarrón 2
0200327,2023,silla escolar,62,silla escolar 62
0200328,2021,armario,7,armario 7
0200328,2021,mesa 6 alumnos,2,mesa 6 alumnos 2
0200328,2021,mesa inicial,5,mesa inicial 5
0200328,2021,silla escolar,30,silla escolar 30
0200330,2021,armario,5,armario 5
0200330,2021,biblioteca,3,biblioteca 3
0200330,2021,escritorio,3,escritorio 3
0200330,2021,mesa 6 alumnos,6,mesa 6 alumnos 6
0200330,2021,mesa pupitre doble,20,mesa pupitre doble 20
0200330,2021,silla escolar,70,silla escolar 70
0200330,2022,escritorio,1,escritorio 1
0200330,2022,mesa inicial,2,mesa inicial 2
0200330,2022,silla escolar,8,silla escolar 8
0200343,2022,escritorio,8,escritorio 8
0200343,2022,mesa inicial,9,mesa inicial 9
0200343,2022,silla escolar,54,silla escolar 54
0200344,2022,armario,3,armario 3
0200344,2022,pizarrón,6,pizarrón 6
0200356,2021,banco largo comedor,40,banco largo comedor 40
0200356,2021,mesa 6 alumnos,20,mesa 6 alumnos 20
0200356,2021,mesa pupitre doble,35,mesa pupitre doble 35
0200356,2021,silla escolar,70,silla escolar 70
0200356,2022,armario,4,armario 4
0200356,2022,mesa pupitre doble,40,mesa pupitre doble 40
0200356,2022,pizarrón,7,pizarrón 7
0200356,2022,silla escolar,80,silla escolar 80
0200357,2021,mesa 6 alumnos,7,mesa 6 alumnos 7
0200357,2023,mesa pupitre doble,3,mesa pupitre doble 3
0200357,2023,pizarrón,6,pizarrón 6
0200357,2023,silla escolar,6,silla escolar 6
0200358,2022,banco largo comedor,36,banco largo comedor 36
0200358,2022,mesa 6 alumnos,18,mesa 6 alumnos 18
0200358,2022,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200358,2022,mesa pupitre doble,30,mesa pupitre doble 30
0200358,2022,silla escolar,60,silla escolar 60
0200358,2023,banco largo comedor,36,banco largo comedor 36
0200359,2021,escritorio,2,escritorio 2
0200359,2021,mesa pupitre doble,30,mesa pupitre doble 30
0200359,2021,silla escolar,62,silla escolar 62
0200359,2022,escritorio,1,escritorio 1
0200359,2022,juego de patio,1,juego de patio 1
0200359,2022,mesa inicial,10,mesa inicial 10
0200359,2022,piso antigolpe para juegos,36,piso antigolpe para juegos 36
0200359,2022,silla escolar,60,silla escolar 60
0200362,2021,armario,4,armario 4
0200362,2021,mesa inicial,5,mesa inicial 5
0200362,2022,armario,2,armario 2
0200362,2022,mesa pupitre doble,56,mesa pupitre doble 56
0200362,2022,pizarrón,8,pizarrón 8
0200362,2022,silla escolar,142,silla escolar 142
0200363,2022,mesa pupitre doble,15,mesa pupitre doble 15
0200363,2022,silla escolar,30,silla escolar 30
0200364,2021,mesa 6 alumnos,10,mesa 6 alumnos 10
0200364,2023,banco largo comedor,22,banco largo comedor 22
0200364,2023,escritorio,7,escritorio 7
0200364,2023,mesa 6 alumnos,11,mesa 6 alumnos 11
0200364,2023,mesa integradora con escotadura,1,mesa integradora con escotadura 1
0200364,2023,mesa pupitre doble,75,mesa pupitre doble 75
0200364,2023,pizarrón,14,pizarrón 14
0200364,2023,silla escolar,157,silla escolar 157
0200365,2022,mesa pupitre doble,13,mesa pupitre doble 13
0200365,2022,pizarrón,2,pizarrón 2
0200365,2022,silla escolar,26,silla escolar 26
0200366,2021,mesa 6 alumnos,9,mesa 6 alumnos 9
0200366,2022,armario,1,armario 1
0200366,2022,escritorio,3,escritorio 3
0200366,2022,mesa inicial,10,mesa inicial 10
0200366,2022,mesa pupitre doble,60,mesa pupitre doble 60
0200366,2022,silla escolar,185,silla escolar 185
0200367,2021,banco largo comedor,12,banco largo comedor 12
0200367,2021,mesa 6 alumnos,6,mesa 6 alumnos 6
0200367,2022,banco largo comedor,6,banco largo comedor 6
0200367,2022,mesa 6 alumnos,3,mesa 6 alumnos 3
0200368,2022,banco largo comedor,40,banco largo comedor 40
