cui,establecimiento,domicilio
<a href='https://jpcib.github.io/sistemaBochi/pages/0200965.html'>0200965</a>,JII Nº 10 DE 21 - EEM N° 06/21° E.REINGRESO - PI LARRAZABAL - EPC N° 02 MAESTRO EDUARDO LUIS VICENTE - CAIYJ CLUB DE JOVENES LUGANO I y II - CAIYJ CLUB LOLA MORA - ESC. DE COM. N° 35 LEOPOLDO MARECHAL,<a href='https://jpcib.github.io/sistemaBochi/pages/0200965.html'>AVDA. LARRAZABAL 5130</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0200966.html'>0200966</a>,CENS N° 14 - CFP N° 04 ([A]),<a href='https://jpcib.github.io/sistemaBochi/pages/0200966.html'>SOLDADO DE LA FRONTERA 5140</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0200979.html'>0200979</a>,Superv.Educ.Prim. Zona C RegiónVI-DE 21,<a href='https://jpcib.github.io/sistemaBochi/pages/0200979.html'>CORONEL MARTINIANO CHILAVERT 6090</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0200984.html'>0200984</a>,CENS Nº 48 - CFP Nº 25 DE 04 - CENP N°01-10-11-12-16-17-25-51 - PI ISAURO ARANCIBIA - CENOF CENTRO ISAURO ARANCIBIA,<a href='https://jpcib.github.io/sistemaBochi/pages/0200984.html'>AVDA. PASEO COLON 1360</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0200989.html'>0200989</a>,JM N° 09/06°,<a href='https://jpcib.github.io/sistemaBochi/pages/0200989.html'>DON BOSCO 4050</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0200990.html'>0200990</a>,ESCUELA INF. N° 05/04°,<a href='https://jpcib.github.io/sistemaBochi/pages/0200990.html'>BALCARCE 677</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201163.html'>0201163</a>,CFP Nº 8  MEDRANO (Adultos),<a href='https://jpcib.github.io/sistemaBochi/pages/0201163.html'>AVDA. MEDRANO 162</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201236.html'>0201236</a>,CFP N°31,<a href='https://jpcib.github.io/sistemaBochi/pages/0201236.html'>PICHINCHA 467</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201808.html'>0201808</a>,"Espacio de Primera Infancia""EL GLOBO ROJO""",<a href='https://jpcib.github.io/sistemaBochi/pages/0201808.html'>MARIANO ACOSTA 3650</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201826.html'>0201826</a>,"Asociación Civil La Dignidad - Espacio de Primera Infancia ""Barracas una y otra vez""",<a href='https://jpcib.github.io/sistemaBochi/pages/0201826.html'>ALVARADO 1961</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201828.html'>0201828</a>,"Espacio del Programa Primera Infancia JM ""SUEÑITOS""",<a href='https://jpcib.github.io/sistemaBochi/pages/0201828.html'>LUIS HERRERA 3460</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201863.html'>0201863</a>,IS DEL PROF. DR. JOAQUIN V. GONZALEZ,<a href='https://jpcib.github.io/sistemaBochi/pages/0201863.html'>AYACUCHO 632</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201864.html'>0201864</a>,EEM N° 02/13°,<a href='https://jpcib.github.io/sistemaBochi/pages/0201864.html'>LACARRA 1151 Y AVDA. FRANCISCO BILBAO</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0201865.html'>0201865</a>,ESC. DE COM.  N° 17 SANTA MARIA DE LOS BUENOS AIRES,<a href='https://jpcib.github.io/sistemaBochi/pages/0201865.html'>FRAGATA PRESIDENTE SARMIENTO 1817</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202134.html'>0202134</a>,JII N° 10/01°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202134.html'>CARAGUATÁ 2215  (Barrio 31)</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202135.html'>0202135</a>,ESCUELA INF. N° 07/04° CASA AMARILLA,<a href='https://jpcib.github.io/sistemaBochi/pages/0202135.html'>PALOS (ALT APROX 100-200 PAR) Y JUAN M. BLANES</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202144.html'>0202144</a>,EPC N° 21 HIPOLITO VIEYTES - CENS N° 60,<a href='https://jpcib.github.io/sistemaBochi/pages/0202144.html'>PERU 946</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202145.html'>0202145</a>,JM N° 12/04° - ESCUELA INF. N° 08/04°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202145.html'>AVDA. INDEPENDENCIA 569</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202146.html'>0202146</a>,JM N° 10/ 09°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202146.html'>TTE. BENJAMIN MATIENZO 1880</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202167.html'>0202167</a>,INST. DE ENSEÑANZA SUPERIOR EN LENGUAS VIVAS JUAN B. JUSTO (ANEXO),<a href='https://jpcib.github.io/sistemaBochi/pages/0202167.html'>LASCANO 3810</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202172.html'>0202172</a>,CFP N°32,<a href='https://jpcib.github.io/sistemaBochi/pages/0202172.html'>SOLIS 765</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202178.html'>0202178</a>,CENOF POLA - EPC N° 19 HERMANOS LATINOAMERICANOS - EEM N° 01/21° - ESCUELA INF. N° 08/21°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202178.html'>POLA Y JOSE BARROS PAZOS 5250</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202179.html'>0202179</a>,ESCUELA INF. N° 11/05° (S),<a href='https://jpcib.github.io/sistemaBochi/pages/0202179.html'>LOS PATOS 3004</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202180.html'>0202180</a>,ESCUELA INF. N° 12/19°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202180.html'>PERGAMINO 3045</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202188.html'>0202188</a>,"ESC. TEC. N° 36 ALTE. GUILLERMO BROWN - ESC. SUPERIOR DE EDUCACIÓN ARTÍSTICA EN MÚSICA JUAN PEDRO ESNAOLA - ESCUELA INF. N° 06/15° NARANJO EN FLOR - ESC. PARA NIÑOS, NIÑAS Y JÓVENES CON PLURIDISCAPACIDAD MOTORA N° 11 DR. AQUILES GAREISO - ESC. INTEGRAL INTERDISCIPLINARIA N° 01 - Auditorio Polo Saavedra - Sup Inicial X B",<a href='https://jpcib.github.io/sistemaBochi/pages/0202188.html'>AVDA. CRISOLOGO LARRALDE 5085</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202194.html'>0202194</a>,ESCUELA INF. N° 08/10° CAMINITO (EX 03/15°),<a href='https://jpcib.github.io/sistemaBochi/pages/0202194.html'>ARIAS 3775</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202204.html'>0202204</a>,ESEA DANZA N° 01 PROF. NELLY RAMICONE - ESEA DANZA RAMICONE FOLK.N°08 - ESEA DANZA RAMICONE FOLK.N°25,<a href='https://jpcib.github.io/sistemaBochi/pages/0202204.html'>FONROUGE 711</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202215.html'>0202215</a>,"Espacio de Primera Infancia ""EL JARDÍN DE TERESA""",<a href='https://jpcib.github.io/sistemaBochi/pages/0202215.html'>FRAGA 895</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202224.html'>0202224</a>,ESCUELA INF. N° 13/05°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202224.html'>DIOGENES TABORDA 1096</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202309.html'>0202309</a>,ENS N° 03 BERNARDINO RIVADAVIA ([A]),"<a href='https://jpcib.github.io/sistemaBochi/pages/0202309.html'>TENIENTE PRIMERO ROBERTO NÉSTOR ESTÉVEZ S/N, ENTRE CASTAÑARES Y SARAZA</a>"
<a href='https://jpcib.github.io/sistemaBochi/pages/0202310.html'>0202310</a>,CENTRO EDUCATIVO PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES N° 03 ANEXO,<a href='https://jpcib.github.io/sistemaBochi/pages/0202310.html'>GUTENBERG 3674</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202339.html'>0202339</a>,CFP N°10,<a href='https://jpcib.github.io/sistemaBochi/pages/0202339.html'>FRAGA 638</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202343.html'>0202343</a>,ESCUELA INF. N° 06/10° MADRE EUFRASIA IACONIS,<a href='https://jpcib.github.io/sistemaBochi/pages/0202343.html'>BLANCO ENCALADA 3483</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202379.html'>0202379</a>,ESC. PARA JÓVENES Y ADULTOS CON DISCAPACIDAD VISUAL Y FORMACIÓN INTEGRAL N° 34 GRAL. SAN MARTÍN,<a href='https://jpcib.github.io/sistemaBochi/pages/0202379.html'>COLPAYO 132</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202384.html'>0202384</a>,ESCUELA INF. N° 07/01° PALACIO PIZZURNO,<a href='https://jpcib.github.io/sistemaBochi/pages/0202384.html'>PARAGUAY 1452</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202385.html'>0202385</a>,CENTRO EDUCATIVO PARA NIÑOS EN TIEMPOS Y ESPACIOS SINGULARES N° 03 SEDE,<a href='https://jpcib.github.io/sistemaBochi/pages/0202385.html'>VICTOR HUGO 741</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202387.html'>0202387</a>,JIC N° 12/20°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202387.html'>ZUVIRIA 6640</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202388.html'>0202388</a>,JM N°15/19°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202388.html'>AVDA. RIESTRA 3300</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202389.html'>0202389</a>,ESCUELA INF. N° 11/05° (A) - EPC N° 28 Argentino China,<a href='https://jpcib.github.io/sistemaBochi/pages/0202389.html'>LOS PATOS 3042</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202391.html'>0202391</a>,"JII N° 14/21° - SUM-COMEDOR JIC N°14""Complejo Bermejo""",<a href='https://jpcib.github.io/sistemaBochi/pages/0202391.html'>DR. ANTONIO BERMEJO 6675</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202394.html'>0202394</a>,Sup Media Region II - CFP N° 36 (A) - CICLO BASICO DE FORM. OCUP. N° 01 EVITA,<a href='https://jpcib.github.io/sistemaBochi/pages/0202394.html'>LOS PATOS 3072</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202395.html'>0202395</a>,EPC N° 13 PREFECTURA NAVAL ARGENTINA - ESCUELA INF. N° 04/17°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202395.html'>SIMBRON 5821</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202418.html'>0202418</a>,JM N° 06/02°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202418.html'>ECUADOR 261</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202430.html'>0202430</a>,JII Nº 13/21º,"<a href='https://jpcib.github.io/sistemaBochi/pages/0202430.html'>AVDA. CNEL. ROCA, PTA. 9, AUTODROMO</a>"
<a href='https://jpcib.github.io/sistemaBochi/pages/0202431.html'>0202431</a>,JII N° 13/19°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202431.html'>AVDA. GRAL. FERNANDEZ DE LA CRUZ 2615</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202432.html'>0202432</a>,JM N° 11/09°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202432.html'>GODOY CRUZ 2320</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202437.html'>0202437</a>,ESCUELA INF. N° 11/20°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202437.html'>ZUVIRIA 6620</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202450.html'>0202450</a>,ESCUELA INF. N° 11/04°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202450.html'>AVDA. ALMTE. BROWN 373 Y CNEL. DE MARINA TOMAS ESPORA S/N</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202562.html'>0202562</a>,JII N° 10/19° (SEDE),<a href='https://jpcib.github.io/sistemaBochi/pages/0202562.html'>JOSE BARROS PAZOS 3610</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202564.html'>0202564</a>,EEM N° 03/04°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202564.html'>PALOS (ALT APROX 100-200 PAR) Y JUAN M. BLANES</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202566.html'>0202566</a>,Huerta de la Escuela Especial 9,<a href='https://jpcib.github.io/sistemaBochi/pages/0202566.html'>SAN JUAN 3294</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202567.html'>0202567</a>,EPC N° 01 Valentín Gómez (anexo huerta),<a href='https://jpcib.github.io/sistemaBochi/pages/0202567.html'>AVDA. INDEPENDENCIA 755</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202568.html'>0202568</a>,EEE Nº14 Constancio C.Vigil[A:Huerta y Patio Juegos],<a href='https://jpcib.github.io/sistemaBochi/pages/0202568.html'>AVDA. INDEPENDENCIA Y CHACABUCO</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202569.html'>0202569</a>,ESC. DE COM.   N° 27 ANTARTIDA ARGENTINA - ESC. DE COM.  N° 04 BALDOMERO FERNANDEZ MORENO,<a href='https://jpcib.github.io/sistemaBochi/pages/0202569.html'>PERU 1357</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202571.html'>0202571</a>,ESC. DOMICILIARIA N° 02,<a href='https://jpcib.github.io/sistemaBochi/pages/0202571.html'>CASTRO 1187</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202572.html'>0202572</a>,CEI N° 15,<a href='https://jpcib.github.io/sistemaBochi/pages/0202572.html'>GARCIA DEL RIO 4559</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202583.html'>0202583</a>,EPC N° 24,<a href='https://jpcib.github.io/sistemaBochi/pages/0202583.html'>JOSE BARROS PAZOS 3620</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202584.html'>0202584</a>,EEM N° 01/20° BIB.CONGRESO DE LA NACION - ESCUELA INF. N° 08/20° - JII N° 04/20°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202584.html'>ZUVIRIA 6550</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202595.html'>0202595</a>,ESCUELA INF. N° 08/15° - EPC N° 24 FRANCISCO MORAZAN - INST. SUPERIOR DEL PROF. DE EDUCACIÓN ESPECIAL,<a href='https://jpcib.github.io/sistemaBochi/pages/0202595.html'>DR. PEDRO I. RIVERA 4221</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202596.html'>0202596</a>,JII Nº 09/21º,<a href='https://jpcib.github.io/sistemaBochi/pages/0202596.html'>CNEL. MANUEL JOSE OLASCOAGA 5001</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202597.html'>0202597</a>,JII Nº 03/15º,<a href='https://jpcib.github.io/sistemaBochi/pages/0202597.html'>BESARES 4333</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202602.html'>0202602</a>,ESCUELA INF. N° 05/16°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202602.html'>JOSE CUBAS 2440</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202613.html'>0202613</a>,JII N°10/04°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202613.html'>WENCESLAO VILLAFAÑE 515</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202627.html'>0202627</a>,ESCUELA INF. N° 11/19°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202627.html'>MARTINEZ CASTRO 3085</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202629.html'>0202629</a>,JII Nº 09/20,<a href='https://jpcib.github.io/sistemaBochi/pages/0202629.html'>MURGUIONDO 2265</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202635.html'>0202635</a>,JII Nº 11/6º,<a href='https://jpcib.github.io/sistemaBochi/pages/0202635.html'>REPÚBLICA BOLIVARIANA DE VENEZUELA 3269</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202638.html'>0202638</a>,JII Nº 05 DE 14 - Polideportivo EEM N° 01/14°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202638.html'>AVDA. CHORROARIN 365</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202643.html'>0202643</a>,JIC N° 15/21° - EPC N° 07 DE 21,<a href='https://jpcib.github.io/sistemaBochi/pages/0202643.html'>FONROUGE 4358</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202649.html'>0202649</a>,"ESC. TEC.  Nº 20 DE 20 - IFTS Nº 04 - CFP N° 36 ""Polo Mataderos""",<a href='https://jpcib.github.io/sistemaBochi/pages/0202649.html'>MURGUIONDO 2151</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202655.html'>0202655</a>,Polideportivo Polo Mataderos DE 20,<a href='https://jpcib.github.io/sistemaBochi/pages/0202655.html'>MURGUIONDO Y AVDA. DIRECTORIO</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202656.html'>0202656</a>,EPC N° 11 DE 21,<a href='https://jpcib.github.io/sistemaBochi/pages/0202656.html'>AVDA. GRAL F DE LA CRUZ Y AVDA. ESCALADA</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202658.html'>0202658</a>,JII N° 13/04°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202658.html'>AVDA. CALABRIA Y ROSARIO VERA PEÑALOZA</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202659.html'>0202659</a>,JII N° 13/20°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202659.html'>MONTE 7420</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202660.html'>0202660</a>,JIN A (EPCJC 11/01Âº) - EPC N° 11 DE 01 - Adultos 2000 - Dirección General de Educación de Gestión Privada,<a href='https://jpcib.github.io/sistemaBochi/pages/0202660.html'>CARLOS H. PERETTE y CALLE 10</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202661.html'>0202661</a>,JII N° 15/05°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202661.html'>ANDRES FERREYRA 3705</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202662.html'>0202662</a>,ESC. SUPERIOR DE EDUCACIÓN ARTÍSTICA EN ARTES VISUALES ROGELIO YRURTIA - EPC N° 23,<a href='https://jpcib.github.io/sistemaBochi/pages/0202662.html'>AVDA. JUAN BAUTISTA ALBERDI 4139</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202663.html'>0202663</a>,EPC N° 23 DE 20,<a href='https://jpcib.github.io/sistemaBochi/pages/0202663.html'>MURGUIONDO 2251</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202667.html'>0202667</a>,JII N° 16/05°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202667.html'>LUNA 690</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202668.html'>0202668</a>,JII N°05/17° - ESC. INTEGRAL INTERDISCIPLINARIA N° 17,<a href='https://jpcib.github.io/sistemaBochi/pages/0202668.html'>CNEL. RAMON LISTA 5448</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202669.html'>0202669</a>,JII N°17/21° VILLA OLIMPICA,<a href='https://jpcib.github.io/sistemaBochi/pages/0202669.html'>23 DE JUNIO 4155</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202676.html'>0202676</a>,JII N° 17/05°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202676.html'>SUAREZ 3110</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202678.html'>0202678</a>,ESCUELA INF. N° 05/01° ANEXO - ESCUELA INF. N° 12/01° - ESCUELA INF. N° 05/01°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202678.html'>LETONIA 1928</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202679.html'>0202679</a>,EPC N° 25 BANDERA ARGENTINA,<a href='https://jpcib.github.io/sistemaBochi/pages/0202679.html'>LETONIA 26</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202680.html'>0202680</a>,EEM N° 06/01° PADRE CARLOS MUGICA,<a href='https://jpcib.github.io/sistemaBochi/pages/0202680.html'>LETONIA 1940</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202681.html'>0202681</a>,"ADULTOS 2000 - JORNADA EXTENDIDA DE LAS ESC PRIMARIAS 4, 7, 9 y 11 DEL DE 12 - COLEGIO N° 18 DR. ALBERTO LARROQUE (POLIDEPORTIVO)",<a href='https://jpcib.github.io/sistemaBochi/pages/0202681.html'>AV. GAONA Y SANABRIA</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202682.html'>0202682</a>,SUPERVISIÓN INICIAL DE 21 - ESCUELA INF. N° 11/21°,"<a href='https://jpcib.github.io/sistemaBochi/pages/0202682.html'>AVDA. CNEL. ROCA, PTA. 9, AUTODROMO</a>"
<a href='https://jpcib.github.io/sistemaBochi/pages/0202683.html'>0202683</a>,EPC N° 18 JORGE NEWBERY,"<a href='https://jpcib.github.io/sistemaBochi/pages/0202683.html'>AVDA. CNEL. ROCA, PTA. 9, AUTODROMO</a>"
<a href='https://jpcib.github.io/sistemaBochi/pages/0202684.html'>0202684</a>,JII Nº 19/05°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202684.html'>LAGOS 2929</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202685.html'>0202685</a>,JII Nº 18/21°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202685.html'>AVDA. CASTAÑARES 6580</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202686.html'>0202686</a>,ESCUELA INF. N° 06/06°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202686.html'>CATAMARCA 342</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202687.html'>0202687</a>,EPC N° 24 DE 20,<a href='https://jpcib.github.io/sistemaBochi/pages/0202687.html'>ZUVIRIA 6590</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202688.html'>0202688</a>,ESCUELA INF. N° 09/05° - EPC N°05 DE 05,<a href='https://jpcib.github.io/sistemaBochi/pages/0202688.html'>SANTO DOMINGO 4050</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202689.html'>0202689</a>,EPC Nº 12 DE 21,<a href='https://jpcib.github.io/sistemaBochi/pages/0202689.html'>BLVD OLIMPICO JOSE BENJAMIN ZUBIAUR 4180</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202695.html'>0202695</a>,JM N° 06/18°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202695.html'>CALDERON DE LA BARCA 1550</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202731.html'>0202731</a>,JII N°18/05°,<a href='https://jpcib.github.io/sistemaBochi/pages/0202731.html'>USPALLATA 3325</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202732.html'>0202732</a>,INST. DE ENSEÑANZA SUPERIOR EN LENGUAS VIVAS JUAN B. JUSTO (ANEXO),<a href='https://jpcib.github.io/sistemaBochi/pages/0202732.html'>AVDA. ALVAREZ JONTE 3867</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202734.html'>0202734</a>,CFP N° 24 -Anexo casona-,<a href='https://jpcib.github.io/sistemaBochi/pages/0202734.html'>MORON 2453</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202735.html'>0202735</a>,Polideportivo de establecimientos DE 16,<a href='https://jpcib.github.io/sistemaBochi/pages/0202735.html'>BOLIVIA 5842</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202736.html'>0202736</a>,EPC N° 6 CARLOS VAZ FERREIRA (HUERTA),<a href='https://jpcib.github.io/sistemaBochi/pages/0202736.html'>TTE. CNEL. CASIMIRO RECUERO 2545</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202737.html'>0202737</a>,Polideportivo Polo Piedrabuena,<a href='https://jpcib.github.io/sistemaBochi/pages/0202737.html'>ZUVIRIA 6580</a>
<a href='https://jpcib.github.io/sistemaBochi/pages/0202772.html'>0202772</a>,CFP N° 38,<a href='https://jpcib.github.io/sistemaBochi/pages/0202772.html'>ALPACA 2474 (Barrio 31)</a>
